code,city_municipality,population,poverty_incidence_estimate,poverty_incidence_stderr,gini_estimate,gini_stderr,state
190950,Paquisha,"1,444",0.40,0.05,0.33,0.02,Zamora Chinchipe
190951,Bellavista,301,0.47,0.09,0.26,0.03,Zamora Chinchipe
190952,Nuevo Quito,"2,083",0.47,0.05,0.29,0.02,Zamora Chinchipe
2001,San Cristóbal,"6,883",0.00,0.00,0.29,0.01,Galápagos
200150,Puerto Baquerizo Moreno,"6,130",0.00,0.00,0.29,0.01,Galápagos
200151,El Progreso,616,0.00,0.00,0.27,0.02,Galápagos
200152,Isla Santa María (Floreana),137,0.00,0.00,0.26,0.03,Galápagos
2002,Isabela,"2,110",0.00,0.00,0.28,0.01,Galápagos
200250,Puerto Villamil,"1,953",0.00,0.00,0.27,0.01,Galápagos
200251,Tomás de Berlanga (Santo Tomás),157,0.00,0.00,0.28,0.03,Galápagos
2003,Santa Cruz,"13,931",0.00,0.00,0.28,0.01,Galápagos
200350,Puerto Ayora,"11,057",0.00,0.00,0.28,0.01,Galápagos
200351,Bellavista,"2,401",0.00,0.00,0.27,0.01,Galápagos
200352,Santa Rosa,473,0.00,0.00,0.27,0.02,Galápagos
2101,Lago Agrio,"91,159",0.35,0.01,0.37,0.01,Sucumbíos
210150,Nueva Loja,"56,524",0.21,0.02,0.34,0.01,Sucumbíos
210152,Dureno,"2,749",0.55,0.03,0.39,0.03,Sucumbíos
210153,General Farfán,"6,636",0.66,0.03,0.32,0.01,Sucumbíos
210155,El Eno,"6,631",0.63,0.02,0.34,0.01,Sucumbíos
210156,Pacayacu,"7,990",0.54,0.03,0.35,0.01,Sucumbíos
210157,Jambelí,"3,313",0.57,0.03,0.37,0.02,Sucumbíos
210158,Santa Cecilia,"6,254",0.54,0.02,0.36,0.01,Sucumbíos
210160,10 de Agosto,"1,062",0.58,0.06,0.28,0.02,Sucumbíos
2102,Gonzalo Pizarro,"8,325",0.40,0.03,0.39,0.01,Sucumbíos
210250,Lumbaquí,"3,060",0.28,0.03,0.36,0.01,Sucumbíos
210251,El Reventador,"1,400",0.32,0.04,0.36,0.02,Sucumbíos
210252,Gonzalo Pizarro,"2,955",0.58,0.04,0.41,0.02,Sucumbíos
210254,Puerto Libre,910,0.36,0.06,0.32,0.02,Sucumbíos
2103,Putumayo,"9,627",0.57,0.03,0.37,0.01,Sucumbíos
210350,Puerto El Carmen del Putumayo,"3,450",0.49,0.03,0.40,0.02,Sucumbíos
210351,Palma Roja,"3,767",0.66,0.03,0.34,0.01,Sucumbíos
210352,Puerto Bolívar (Puerto Montufar),70,0.92,0.09,0.25,0.05,Sucumbíos
210353,Puerto Rodríguez,395,0.80,0.08,0.30,0.02,Sucumbíos
210354,Santa Elena,"1,945",0.49,0.07,0.30,0.02,Sucumbíos
2104,Shushufindi,"42,317",0.46,0.02,0.36,0.01,Sucumbíos
210450,Shushufindi,"25,733",0.37,0.02,0.35,0.01,Sucumbíos
210451,Limoncocha,"5,545",0.72,0.03,0.33,0.01,Sucumbíos
210452,Pañacocha,860,0.77,0.05,0.31,0.02,Sucumbíos
210453,San Roque (Cab San Vicente),"3,118",0.57,0.04,0.29,0.01,Sucumbíos
210454,San Pedro de los Cofanes,"3,320",0.44,0.03,0.33,0.01,Sucumbíos
210455,Siete de Julio,"3,741",0.54,0.03,0.31,0.01,Sucumbíos
2105,Sucumbíos,"3,390",0.41,0.04,0.35,0.02,Sucumbíos
210550,La Bonita,811,0.27,0.05,0.35,0.02,Sucumbíos
210551,El Playón de San Francisco,"1,414",0.42,0.06,0.34,0.02,Sucumbíos
210552,La Sofía*,104,0.39,0.11,0.27,0.04,Sucumbíos
210553,Rosa Florida,382,0.51,0.08,0.31,0.02,Sucumbíos
210554,Santa Bárbara,679,0.50,0.06,0.33,0.02,Sucumbíos
2106,Cascales,"10,942",0.54,0.02,0.38,0.01,Sucumbíos
210650,El Dorado de Cascales,"7,412",0.58,0.02,0.40,0.01,Sucumbíos
210651,Santa Rosa de Sucumbíos,781,0.45,0.07,0.32,0.02,Sucumbíos
210652,Sevilla,"2,749",0.48,0.04,0.32,0.01,Sucumbíos
2107,Cuyabeno,"6,518",0.50,0.02,0.38,0.01,Sucumbíos
210750,Tarapoa,"4,719",0.49,0.02,0.39,0.02,Sucumbíos
210751,Cuyabeno,389,0.74,0.08,0.29,0.03,Sucumbíos
210752,Aguas Negras,"1,410",0.49,0.05,0.35,0.02,Sucumbíos
2201,Orellana,"70,672",0.45,0.01,0.44,0.01,Orellana
220150,Puerto Francisco de Orellana (Coca),"43,686",0.30,0.02,0.41,0.01,Orellana
220151,Dayuma,"5,838",0.60,0.05,0.34,0.01,Orellana
220152,Taracoa,"2,546",0.65,0.04,0.38,0.02,Orellana
220153,Alejandro Labaka,"1,233",0.72,0.04,0.35,0.02,Orellana
220154,El Dorado,"1,639",0.48,0.06,0.31,0.02,Orellana
220155,El Edén,898,0.85,0.05,0.32,0.03,Orellana
220156,García Moreno,"1,091",0.75,0.04,0.35,0.02,Orellana
220157,Inés Arango,"3,002",0.62,0.04,0.33,0.01,Orellana
220158,La Belleza,"4,128",0.82,0.02,0.32,0.01,Orellana
220159,Nuevo Paraíso,"2,648",0.73,0.04,0.34,0.02,Orellana
220160,San José de Guayusa,"1,951",0.78,0.03,0.36,0.02,Orellana
220161,San Luis de Armenia,"2,012",0.89,0.03,0.32,0.02,Orellana
2202,Aguarico,"4,478",0.65,0.04,0.45,0.02,Orellana
220250,Nuevo Rocafuerte,"1,015",0.48,0.05,0.44,0.03,Orellana
220251,Capitán Augusto Rivadeneyra,701,0.85,0.05,0.30,0.02,Orellana
220252,Cononaco,519,0.65,0.11,0.27,0.02,Orellana
220253,Santa María de Huiririma,729,0.85,0.05,0.32,0.03,Orellana
220254,Tiputini,"1,249",0.55,0.03,0.49,0.03,Orellana
220255,Yasuní,265,0.65,0.12,0.29,0.03,Orellana
2203,La Joya de los Sachas,"36,803",0.43,0.02,0.41,0.01,Orellana
220350,La Joya de los Sachas,"17,299",0.22,0.03,0.38,0.01,Orellana
220351,Enokanqui,"2,362",0.57,0.04,0.33,0.02,Orellana
220352,Pompeya,"1,204",0.85,0.05,0.28,0.02,Orellana
220353,San Carlos,"2,846",0.65,0.05,0.29,0.01,Orellana
220354,San Sebastián del Coca,"3,353",0.66,0.04,0.40,0.02,Orellana
220355,Lago San Pedro,"1,861",0.55,0.06,0.31,0.02,Orellana
220356,Rumipamba,"1,971",0.72,0.04,0.29,0.01,Orellana
220357,3 de noviembre,"3,007",0.57,0.05,0.31,0.01,Orellana
220358,Unión Milagreña,"2,900",0.53,0.05,0.33,0.01,Orellana
2204,Loreto,"21,061",0.70,0.02,0.42,0.01,Orellana
220450,Loreto,"4,129",0.33,0.03,0.40,0.01,Orellana
220451,Avila (Cab en Huiruno),"4,331",0.72,0.03,0.37,0.01,Orellana
220452,Puerto Murialdo,"3,374",0.86,0.02,0.31,0.02,Orellana
220453,San José del Payamino,"3,125",0.74,0.03,0.32,0.01,Orellana
220454,San José de Dahuano,"5,045",0.83,0.02,0.34,0.01,Orellana
220455,San Vicente de Huaticocha,"1,057",0.87,0.08,0.38,0.02,Orellana
2301,Santo Domingo,"366,422",0.27,0.01,0.36,0.01,Santo Domingo
230150,Santo Domingo,"304,576",0.24,0.01,0.36,0.01,Santo Domingo
230151,Alluriquín,"9,696",0.36,0.02,0.31,0.01,Santo Domingo
230152,Puerto Limón,"9,260",0.42,0.03,0.33,0.01,Santo Domingo
230153,Luz de América,"10,776",0.36,0.02,0.33,0.01,Santo Domingo
230154,San Jacinto del Búa,"11,576",0.44,0.03,0.30,0.01,Santo Domingo
230155,Valle Hermoso,"9,270",0.34,0.02,0.31,0.01,Santo Domingo
230156,El Esfuerzo,"5,715",0.38,0.03,0.30,0.01,Santo Domingo
230157,Santa María del Toachi,"5,553",0.43,0.03,0.30,0.01,Santo Domingo
2302,La Concordia,"42,278",0.39,0.02,0.35,0.01,Santo Domingo
230250,La Concordia,"30,309",0.34,0.02,0.35,0.01,Santo Domingo
230251,Monterrey,"5,365",0.51,0.03,0.32,0.01,Santo Domingo
230252,Las Villegas,"4,327",0.45,0.03,0.33,0.01,Santo Domingo
230253,Plan Piloto,"2,277",0.57,0.04,0.30,0.01,Santo Domingo
2401,Santa Elena,"142,822",0.29,0.01,0.31,0.01,Santa Elenea
240150,Santa Elena,"52,661",0.26,0.02,0.33,0.01,Santa Elenea
240151,Atahualpa,"3,334",0.26,0.04,0.29,0.01,Santa Elenea
240152,Colonche,"31,197",0.36,0.03,0.28,0.01,Santa Elenea
240153,Chanduy,"16,346",0.30,0.02,0.28,0.01,Santa Elenea
240154,Manglaralto,"29,112",0.26,0.02,0.30,0.01,Santa Elenea
240155,Simón Bolívar,"3,296",0.26,0.05,0.30,0.01,Santa Elenea
240156,San José de Ancón,"6,876",0.21,0.03,0.31,0.01,Santa Elenea
2402,Libertad,"95,204",0.27,0.02,0.32,0.01,Santa Elenea
240250,Libertad,"95,204",0.27,0.02,0.32,0.01,Santa Elenea
2403,Salinas,"66,962",0.29,0.02,0.36,0.01,Santa Elenea
240350,Salinas,"33,151",0.28,0.02,0.38,0.02,Santa Elenea
240351,Anconcito,"11,795",0.39,0.04,0.27,0.01,Santa Elenea
240352,José Luis Tamayo,"22,016",0.24,0.03,0.33,0.01,Santa Elenea
